2025-01-27 22:27:34.182 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-27 22:27:34.187 | INFO     | __main__:<module>:66 - Project root: C:\Projects\buzzline-03-landon
2025-01-27 22:27:34.188 | INFO     | __main__:<module>:70 - Data folder: C:\Projects\buzzline-03-landon\data
2025-01-27 22:27:34.188 | INFO     | __main__:<module>:74 - Data file: C:\Projects\buzzline-03-landon\data\smoker_temps.csv
2025-01-27 22:27:34.188 | INFO     | __main__:main:134 - START producer.
2025-01-27 22:27:34.189 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-27 22:27:38.300 | ERROR    | utils.utils_producer:check_zookeeper_service_is_ready:82 - Error checking Zookeeper readiness: [WinError 10061] No connection could be made because the target machine actively refused it
2025-01-27 22:27:38.301 | ERROR    | utils.utils_producer:verify_services:114 - Zookeeper is not ready. Please check your Zookeeper setup. Exiting...
2025-01-27 23:12:11.556 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-27 23:12:11.559 | INFO     | __main__:<module>:66 - Project root: C:\Projects\buzzline-03-landon
2025-01-27 23:12:11.560 | INFO     | __main__:<module>:70 - Data folder: C:\Projects\buzzline-03-landon\data
2025-01-27 23:12:11.560 | INFO     | __main__:<module>:74 - Data file: C:\Projects\buzzline-03-landon\data\smoker_temps.csv
2025-01-27 23:12:11.561 | INFO     | __main__:main:134 - START producer.
2025-01-27 23:12:11.562 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-27 23:12:15.677 | ERROR    | utils.utils_producer:check_zookeeper_service_is_ready:82 - Error checking Zookeeper readiness: [WinError 10061] No connection could be made because the target machine actively refused it
2025-01-27 23:12:15.679 | ERROR    | utils.utils_producer:verify_services:114 - Zookeeper is not ready. Please check your Zookeeper setup. Exiting...
2025-01-27 23:24:39.532 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-27 23:24:39.536 | INFO     | __main__:<module>:66 - Project root: C:\Projects\buzzline-03-landon
2025-01-27 23:24:39.537 | INFO     | __main__:<module>:70 - Data folder: C:\Projects\buzzline-03-landon\data
2025-01-27 23:24:39.537 | INFO     | __main__:<module>:74 - Data file: C:\Projects\buzzline-03-landon\data\smoker_temps.csv
2025-01-27 23:24:39.538 | INFO     | __main__:main:134 - START producer.
2025-01-27 23:24:39.538 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-27 23:24:43.631 | ERROR    | utils.utils_producer:check_zookeeper_service_is_ready:82 - Error checking Zookeeper readiness: [WinError 10061] No connection could be made because the target machine actively refused it
2025-01-27 23:24:43.633 | ERROR    | utils.utils_producer:verify_services:114 - Zookeeper is not ready. Please check your Zookeeper setup. Exiting...
2025-01-28 22:16:27.075 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-28 22:16:27.079 | INFO     | __main__:<module>:68 - Project root: C:\Projects\buzzline-03-landon
2025-01-28 22:16:27.080 | INFO     | __main__:<module>:72 - Data folder: C:\Projects\buzzline-03-landon\data
2025-01-28 22:16:27.080 | INFO     | __main__:<module>:76 - Data file: C:\Projects\buzzline-03-landon\data\buzz.json
2025-01-28 22:16:27.080 | INFO     | __main__:main:136 - START producer.
2025-01-28 22:16:27.080 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-28 22:16:27.099 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-28 22:16:27.099 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-28 22:16:27.438 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'RlOniyoQRZ-HqTeUIY22rA', 'controller_id': 0}
2025-01-28 22:16:27.440 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-28 22:16:27.441 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-28 22:16:27.443 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-28 22:16:27.444 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-28 22:16:27.559 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-28 22:16:27.560 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-28 22:16:27.890 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-28 22:16:28.214 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-28 22:16:28.216 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-28 22:16:28.217 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-01-28 22:16:28.217 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Projects\buzzline-03-landon\data\buzz.json
2025-01-28 22:16:28.218 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Projects\buzzline-03-landon\data\buzz.json
2025-01-28 22:16:28.297 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-28 22:16:29.302 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-28 22:16:30.307 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-01-28 22:16:31.311 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-01-28 22:16:32.317 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
